model,year,price,transmission,mileage,fuelType,mpg,engineSize,brand,carId
Jazz,2017,10995,Manual,26637,Petrol,56.5,1.3,honda,30312918
CX-5,2020,23995,Automatic,27200,Petrol,36.7,2.0,mazda,30061888
C3,2019,12995,Manual,28231,Petrol,45.0,1.2,citroen,30425202
Hatch,2018,12995,Manual,29033,Petrol,55.4,1.5,mini,29966474
208,2020,14695,Manual,31411,Petrol,53.3,1.2,peugeot,30304880
3008,2018,16995,Manual,31640,Petrol,55.4,1.2,peugeot,28437211
308,2019,12495,Manual,32750,Petrol,48.7,1.2,peugeot,29966491
Jazz,2018,13295,Manual,32924,Petrol,47.9,1.5,honda,30490279
208,2017,7995,Manual,33433,Petrol,60.1,1.2,peugeot,30552672
ZS,2020,16849,Semi-Auto,30616,Petrol,38.7,1.0,mg,30502691
Discovery,2023,64844,Automatic,9022,Diesel,34.0,3.0,land rover,30387106
F-PACE,2022,48444,Automatic,11407,Diesel,45.6,2.0,jaguar,30501092
Discovery Sport,2022,44444,Automatic,11463,Hybrid,156.9,1.5,land rover,30517343
I-PACE,2022,45484,Automatic,12083,Electric,0.0,0.0,jaguar,29899862
F-PACE,2021,47444,Automatic,12444,Diesel,38.2,3.0,jaguar,30376421
XE,2020,27444,Automatic,13180,Petrol,36.2,2.0,jaguar,30474816
F-PACE,2022,47144,Automatic,15018,Diesel,45.6,2.0,jaguar,30432540
F-PACE,2021,49844,Automatic,15315,Diesel,38.2,3.0,jaguar,30224121
Defender,2022,85844,Automatic,16896,Petrol,19.3,5.0,land rover,30505945
Discovery Sport,2021,44844,Automatic,18434,Diesel,41.5,2.0,land rover,30315378
3 Series,2017,16299,Semi-Auto,64270,Diesel,64.2,2.0,bmw,30519638
Grandland X,2019,13599,Manual,24004,Petrol,44.1,1.2,vauxhall,30476964
Q5,2021,34244,Semi-Auto,20793,Diesel,43.5,2.0,audi,30217922
Range Rover Evoque,2020,37844,Automatic,21937,Diesel,41.5,2.0,land rover,30340847
Range Rover Evoque,2019,33844,Automatic,22911,Petrol,30.7,2.0,land rover,30259972
Range Rover Evoque,2019,33444,Automatic,23342,Petrol,30.7,2.0,land rover,30540297
Range Rover Evoque,2020,37844,Automatic,24454,Diesel,41.5,2.0,land rover,30403994
Discovery,2021,61844,Automatic,24717,Diesel,34.0,3.0,land rover,30265333
Range Rover Sport,2021,79944,Semi-Auto,26035,Petrol,18.8,5.0,land rover,30424516
Range Rover Evoque,2020,35844,Automatic,26037,Petrol,30.7,2.0,land rover,30487891
Discovery Sport,2020,36844,Automatic,26740,Diesel,39.8,2.0,land rover,30334122
F-PACE,2020,49844,Automatic,27119,Petrol,22.6,5.0,jaguar,30441844
T-Cross,2019,16549,Manual,26294,Petrol,47.9,1.0,volkswagen,30507604
E-PACE,2020,30444,Automatic,27721,Diesel,39.2,2.0,jaguar,30493604
Range Rover Evoque,2021,35444,Automatic,28914,Diesel,44.1,2.0,land rover,30275294
F-PACE,2020,32844,Automatic,30211,Diesel,42.2,2.0,jaguar,30259974
Range Rover Sport,2019,50844,Semi-Auto,31582,Hybrid,85.6,2.0,land rover,30287550
F-PACE,2020,30844,Automatic,32703,Diesel,42.2,2.0,jaguar,30392292
Range Rover Sport,2018,45244,Semi-Auto,36630,Diesel,31.7,3.0,land rover,30265338
Discovery Sport,2020,35844,Automatic,26379,Diesel,39.8,2.0,land rover,30358013
Range Rover Velar,2020,44994,Automatic,28550,Diesel,40.9,2.0,land rover,30454388
Range Rover Evoque,2019,35844,Automatic,32227,Petrol,30.7,2.0,land rover,29478732
Golf,2019,17049,Manual,21739,Diesel,55.4,1.6,volkswagen,30490126
F-PACE,2021,37844,Automatic,36478,Diesel,45.6,2.0,jaguar,30303266
Discovery,2020,44844,Automatic,49367,Diesel,31.4,3.0,land rover,30517344
Range Rover Sport,2018,41844,Semi-Auto,53233,Diesel,31.7,3.0,land rover,29774996
Range Rover Evoque,2020,30844,Automatic,54554,Diesel,41.5,2.0,land rover,29478729
Discovery,2020,41444,Automatic,55938,Diesel,31.4,3.0,land rover,30517342
Range Rover Sport,2018,35844,Semi-Auto,59071,Diesel,45.6,2.0,land rover,30259970
Range Rover Sport,2018,35844,Semi-Auto,70602,Diesel,40.4,3.0,land rover,29478751
XE,2019,21844,Automatic,41290,Petrol,36.2,2.0,jaguar,30569493
XC60,2022,39990,Semi-Auto,403,Hybrid,37.2,2.0,volvo,30244013
XC40,2023,37495,Semi-Auto,964,Hybrid,134.5,1.5,volvo,30518556
XC60,2023,57990,Semi-Auto,1137,Hybrid,217.3,2.0,volvo,30352420
3008,2019,20749,Manual,22226,Petrol,40.4,1.2,peugeot,30438135
XC40,2023,40695,Semi-Auto,1373,Hybrid,38.7,2.0,volvo,30518558
XC40,2023,35995,Semi-Auto,1459,Hybrid,38.7,2.0,volvo,30518552
XC40,2023,40695,Semi-Auto,1584,Hybrid,38.7,2.0,volvo,30518557
XC90,2023,56995,Semi-Auto,1875,Hybrid,32.5,2.0,volvo,30518560
XC40,2023,40695,Semi-Auto,2212,Hybrid,38.7,2.0,volvo,30518553
Polestar2,2022,39950,Automatic,3043,Electric,0.0,0.0,polestar,30259813
XC40,2023,35390,Semi-Auto,3077,Hybrid,38.7,2.0,volvo,30352415
XC40,2023,35995,Semi-Auto,3077,Hybrid,38.7,2.0,volvo,30518554
XC40,2023,37450,Semi-Auto,3077,Hybrid,134.5,1.5,volvo,30244009
XC40,2023,37450,Semi-Auto,3077,Hybrid,134.5,1.5,volvo,30352423
Focus,2020,18099,Manual,21567,Petrol,60.1,1.0,ford,30498696
Range Rover Evoque,2017,16799,Manual,60654,Diesel,65.7,2.0,land rover,30562750
XC40,2023,39890,Semi-Auto,3077,Hybrid,38.7,2.0,volvo,30352417
XC40,2023,40695,Semi-Auto,3077,Hybrid,38.7,2.0,volvo,30518559
XC40,2022,36560,Semi-Auto,6215,Hybrid,134.5,1.5,volvo,30320514
XC90,2023,48495,Semi-Auto,7232,Hybrid,32.5,2.0,volvo,29896880
XC40,2021,24950,Manual,17769,Petrol,37.2,1.5,volvo,30481405
XC40,2021,35490,Semi-Auto,18494,Hybrid,134.5,1.5,volvo,30054464
XC40,2020,27390,Semi-Auto,19876,Petrol,35.8,1.5,volvo,30387488
XC60,2020,30590,Semi-Auto,20431,Hybrid,38.7,2.0,volvo,30483782
V90,2019,24990,Semi-Auto,22033,Petrol,33.2,2.0,volvo,30405185
XC90,2020,41990,Semi-Auto,22218,Diesel,37.7,2.0,volvo,30387487
XC40,2020,28190,Semi-Auto,23845,Petrol,35.8,1.5,volvo,30483784
V60,2021,35990,Semi-Auto,24077,Hybrid,156.9,2.0,volvo,30376703
XC40,2020,27290,Semi-Auto,25083,Petrol,33.6,2.0,volvo,29863372
S90,2020,20950,Semi-Auto,25905,Petrol,33.2,2.0,volvo,30216532
Qashqai,2019,15999,Manual,33119,Petrol,40.4,1.3,nissan,30261052
XC90,2022,46950,Semi-Auto,26006,Diesel,42.2,2.0,volvo,30311221
XC40,2020,32350,Semi-Auto,26958,Petrol,31.0,2.0,volvo,30370242
XC40,2019,27850,Semi-Auto,28055,Petrol,32.8,2.0,volvo,30361429
XC60,2020,28890,Semi-Auto,28116,Diesel,47.9,2.0,volvo,30488872
V90,2020,24990,Semi-Auto,29953,Petrol,33.2,2.0,volvo,30393810
XC40,2018,23795,Manual,30933,Petrol,45.6,1.5,volvo,29828017
XC60,2019,27500,Semi-Auto,30970,Petrol,34.0,2.0,volvo,29863368
Fabia,2017,10049,Manual,39580,Petrol,64.2,1.0,skoda,30477003
V60,2016,15990,Semi-Auto,35112,Diesel,67.3,2.0,volvo,30470341
XC60,2018,26495,Semi-Auto,35674,Diesel,51.4,2.0,volvo,30119882
XC90,2017,30950,Semi-Auto,66577,Diesel,49.6,2.0,volvo,30483780
XC90,2015,27190,Semi-Auto,72557,Diesel,49.6,2.0,volvo,30370241
XC40,2023,37450,Semi-Auto,1277,Hybrid,134.5,1.5,volvo,30352414
Clio,2023,20980,Automatic,1215,Hybrid,64.2,1.6,renault,30554446
Captur,2022,23985,Automatic,6084,Hybrid,188.3,1.6,renault,30315883
Clio,2020,13341,Manual,6348,Petrol,49.6,1.0,renault,30493882
EcoSport,2022,17642,Manual,8254,Petrol,47.1,1.0,ford,30458690
Captur,2022,17488,Manual,8496,Petrol,48.7,1.3,renault,30186980
Mazda6,2019,18599,Manual,24623,Petrol,41.5,2.0,mazda,30132290
Ceed,2020,13299,Manual,25922,Petrol,50.4,1.0,kia,30317338
Clio,2020,13280,Manual,9172,Petrol,49.6,1.0,renault,30554447
Arkana,2022,26480,Semi-Auto,10687,Hybrid,56.5,1.6,renault,30087728
Captur,2022,16487,Manual,10861,Petrol,47.9,1.0,renault,30220433
Clio,2019,10981,Manual,11155,Petrol,47.1,0.9,renault,30501342
Kadjar,2021,17280,Manual,11301,Petrol,44.1,1.3,renault,30170928
Clio,2018,9780,Manual,25779,Petrol,50.4,1.2,renault,30559999
Clio,2019,13141,Manual,29652,Petrol,49.6,1.0,renault,30493881
Navara,2019,23382,Manual,33383,Diesel,32.5,2.3,nissan,30315888
Clio,2020,11880,Manual,37904,Petrol,49.6,1.0,renault,30540411
Captur,2021,15984,Semi-Auto,40994,Petrol,44.8,1.3,renault,30358185
Duster,2019,13642,Manual,41351,Petrol,41.5,1.3,dacia,30450085
Kadjar,2020,14881,Manual,41875,Petrol,42.16,1.3,renault,30483567
Clio,2021,13480,Manual,42614,Petrol,54.3,1.0,renault,30540412
4 Series,2019,23486,Semi-Auto,44609,Diesel,53.3,3.0,bmw,29786489
Captur,2020,15780,Manual,46191,Petrol,44.1,1.3,renault,30098803
Range Rover Velar,2019,30049,Automatic,27979,Diesel,42.2,2.0,land rover,30178461
F-PACE,2020,28142,Automatic,47794,Diesel,42.2,2.0,jaguar,30458688
Ibiza,2018,11142,Manual,49356,Petrol,60.1,1.0,seat,30458689
X Trail,2020,21484,Manual,50932,Diesel,42.8,1.7,nissan,30375903
Captur,2019,9980,Manual,53232,Petrol,52.3,0.9,renault,29668705
Passat,2019,14281,Manual,53470,Petrol,45.6,1.5,volkswagen,30028106
Pulsar,2016,7980,Manual,62627,Diesel,78.5,1.5,nissan,30540413
Sandero Stepway,2016,6382,Manual,67226,Petrol,55.4,0.9,dacia,30454544
Duster,2019,13280,Manual,40643,Petrol,41.5,1.3,dacia,30554445
Clio,2023,16243,Manual,1596,Petrol,54.3,1.0,renault,30427685
Duster,2021,13981,Manual,6763,Hybrid,44.1,1.0,dacia,30506089
Qashqai,2019,14399,Manual,36136,Diesel,52.3,1.5,nissan,30050302
Clio,2022,14743,Manual,9249,Petrol,54.3,1.0,renault,30425052
Sandero Stepway,2020,11941,Manual,9691,Petrol,47.9,0.9,dacia,30506087
Clio,2020,11743,Manual,11957,Petrol,49.6,1.0,renault,30410200
Captur,2019,11741,Manual,19038,Petrol,52.3,0.9,renault,30506092
Micra,2020,11247,Manual,21126,Petrol,47.9,1.0,nissan,30240457
XE,2017,17484,Automatic,21504,Petrol,44.8,2.0,jaguar,30387389
Duster,2020,13487,Manual,30956,Petrol,41.5,1.3,dacia,30253747
3 Series,2020,24484,Semi-Auto,31451,Hybrid,8.8,2.0,bmw,30401292
Fabia,2020,10988,Manual,32753,Petrol,51.4,1.0,skoda,30186981
Clio,2019,10326,Manual,38832,Petrol,47.1,0.9,renault,30287680
Captur,2020,14741,Manual,47922,Petrol,44.1,1.3,renault,30506090
1 Series,2021,22489,Semi-Auto,48467,Petrol,44.1,1.5,bmw,30146441
C Class,2019,22180,Semi-Auto,51862,Diesel,57.7,2.0,mercedes-benz,30098805
Duster,2019,7382,Manual,70432,Petrol,36.7,1.6,dacia,30470155
Octavia,2019,9249,Manual,70539,Petrol,60.1,1.0,skoda,30146434
Q3,2017,13185,Manual,77299,Petrol,51.4,1.4,audi,30358186
Sandero,2021,10680,Manual,13744,Petrol,53.3,1.0,dacia,30574484
Corsa,2018,8199,Manual,38384,Petrol,55.4,1.4,vauxhall,30095456
Corsa,2020,14480,Manual,14888,Petrol,52.3,1.2,vauxhall,30574486
Golf,2018,14980,Semi-Auto,45070,Diesel,72.4,1.6,volkswagen,30574485
Qashqai,2023,30299,Semi-Auto,1000,Hybrid,44.1,1.3,nissan,29866840
Qashqai,2023,31499,Semi-Auto,1000,Hybrid,51.4,1.5,nissan,29866838
Qashqai,2023,27699,Manual,1390,Hybrid,44.1,1.3,nissan,30417929
Qashqai,2021,21699,Manual,1738,Petrol,42.2,1.3,nissan,30546632
Leaf,2022,21499,Automatic,2012,Electric,0.0,0.0,nissan,29464188
Leaf,2022,21499,Automatic,2012,Electric,0.0,0.0,nissan,29464196
Leaf,2022,22999,Automatic,2012,Electric,0.0,0.0,nissan,29464187
Qashqai,2022,30499,Semi-Auto,2899,Hybrid,51.4,1.5,nissan,29464197
C3,2018,10449,Manual,29058,Petrol,55.4,1.2,citroen,30531555
Qashqai,2022,26399,Semi-Auto,2584,Hybrid,44.8,1.3,nissan,30562988
Mokka,2021,22999,Automatic,5312,Petrol,46.3,1.2,vauxhall,30520110
Qashqai,2022,28599,Manual,5562,Hybrid,44.1,1.3,nissan,30389767
Qashqai,2021,24799,Manual,6332,Hybrid,44.1,1.3,nissan,30503104
Qashqai,2022,22999,Manual,6352,Petrol,44.8,1.3,nissan,30555190
Juke,2020,18499,Manual,8528,Petrol,46.3,1.0,nissan,30233882
Qashqai,2022,25499,Semi-Auto,8751,Hybrid,44.8,1.3,nissan,30562986
Qashqai,2022,22999,Manual,8914,Hybrid,44.8,1.3,nissan,30295377
Qashqai,2022,27899,Semi-Auto,8920,Hybrid,44.1,1.3,nissan,30485368
Q5,2018,21049,Semi-Auto,66247,Diesel,55.4,2.0,audi,29888115
Megane,2019,12499,Manual,31079,Petrol,42.8,1.3,renault,30290009
Juke,2020,17699,Manual,16887,Petrol,46.3,1.0,nissan,30405155
C4 Cactus,2016,11899,Semi-Auto,17316,Petrol,65.7,1.2,citroen,30546637
Juke,2020,18999,Semi-Auto,20128,Petrol,44.8,1.0,nissan,30503105
Kuga,2019,20199,Automatic,26445,Petrol,29.1,1.5,ford,30438549
Juke,2020,15299,Manual,31513,Petrol,47.9,1.0,nissan,30425312
Pulsar,2017,9399,Manual,35650,Petrol,56.5,1.2,nissan,30427212
Fiesta,2020,11599,Manual,17712,Petrol,55.4,1.0,ford,30225508
Juke,2020,15099,Manual,14242,Petrol,47.9,1.0,nissan,30401432
Qashqai,2020,18999,Manual,14277,Petrol,44.1,1.3,nissan,30546639
Qashqai,2021,23899,Manual,14526,Hybrid,44.1,1.3,nissan,30438545
5008,2019,24499,Semi-Auto,14878,Diesel,56.5,1.5,peugeot,30568502
Qashqai,2021,29999,Semi-Auto,15209,Hybrid,43.5,1.3,nissan,30557363
Qashqai,2019,17999,Manual,15295,Petrol,40.4,1.3,nissan,30524656
Qashqai,2020,19999,Manual,16246,Petrol,40.4,1.3,nissan,30546638
Leaf,2022,24999,Automatic,16858,Electric,0.0,0.0,nissan,29464195
2008,2017,9899,Manual,40813,Petrol,57.6,1.2,peugeot,30325269
Qashqai,2019,19599,Manual,19314,Petrol,39.8,1.3,nissan,30295372
Micra,2019,12599,Automatic,20732,Petrol,43.5,1.0,nissan,30367871
Juke,2020,17599,Manual,21018,Petrol,46.3,1.0,nissan,30560500
Juke,2021,16999,Manual,21532,Petrol,47.9,1.0,nissan,30546640
Qashqai,2019,17399,Manual,22100,Petrol,40.4,1.3,nissan,30568504
Qashqai,2016,10199,Manual,48827,Petrol,50.4,1.2,nissan,30519630
Navara,2021,28438,Manual,31138,Diesel,32.5,2.3,nissan,30300327
Qashqai,2020,21099,Semi-Auto,32743,Petrol,39.8,1.3,nissan,30557365
Qashqai,2018,16399,Manual,33001,Diesel,74.3,1.5,nissan,30452204
X Trail,2019,22899,Manual,33951,Diesel,39.8,1.7,nissan,30373883
Aygo,2019,10749,Manual,15582,Petrol,57.7,1.0,toyota,30572220
E Class,2017,20299,Semi-Auto,43025,Diesel,61.4,2.0,mercedes-benz,30295375
Sportage,2016,12999,Manual,43091,Petrol,44.8,1.6,kia,30546634
Tiguan Allspace,2019,23499,Semi-Auto,43484,Diesel,39.2,2.0,volkswagen,30546635
Navara,2021,21118,Manual,45357,Diesel,32.8,2.3,nissan,30361138
Qashqai,2019,15999,Manual,45605,Petrol,39.2,1.3,nissan,30295382
Juke,2017,9599,Manual,47156,Petrol,50.4,1.2,nissan,30546630
Fiesta,2017,9399,Manual,58574,Petrol,65.7,1.0,ford,30389765
Passat,2018,14299,Semi-Auto,62000,Diesel,62.8,2.0,volkswagen,30495105
A1,2016,9599,Manual,71558,Petrol,67.3,1.0,audi,30417927
Juke,2020,16399,Manual,18561,Petrol,47.9,1.0,nissan,30477338
Qashqai,2017,15499,Automatic,34979,Petrol,50.4,1.2,nissan,30459629
Citigo,2018,7949,Manual,23302,Petrol,67.3,1.0,skoda,30188267
Juke,2020,18299,Semi-Auto,37144,Petrol,44.1,1.0,nissan,30560499
2 Series,2016,12399,Manual,39000,Diesel,60.1,2.0,bmw,30362229
C Class,2019,22999,Semi-Auto,41687,Diesel,60.1,2.0,mercedes-benz,30277137
Civic,2019,17349,Manual,3149,Petrol,58.9,1.0,honda,30447773
Corsa,2021,13549,Manual,4050,Petrol,53.3,1.2,vauxhall,30466756
Corsa,2021,15499,Manual,4376,Petrol,53.3,1.2,vauxhall,30417331
Fiesta,2019,13699,Manual,24135,Petrol,55.4,1.0,ford,30429298
Polo,2018,15049,Manual,32883,Petrol,60.1,1.0,volkswagen,30485018
3 Series,2015,18049,Semi-Auto,30551,Diesel,53.3,3.0,bmw,30255977
3008,2018,14199,Manual,46272,Diesel,70.6,1.6,peugeot,30123804
Up,2018,8049,Manual,59996,Petrol,64.2,1.0,volkswagen,30551748
Aygo,2020,10549,Manual,7666,Petrol,56.5,1.0,toyota,30485012
Corsa,2018,10949,Automatic,29112,Petrol,47.9,1.4,vauxhall,30551778
Mazda3,2016,11349,Manual,52395,Petrol,55.4,2.0,mazda,30572295
Yaris,2017,11049,Manual,10249,Petrol,58.0,1.3,toyota,30498572
1 Series,2019,12749,Manual,64659,Diesel,78.5,1.5,bmw,30572119
X3,2019,31049,Semi-Auto,42766,Diesel,54.3,2.0,bmw,30514604
Tiguan,2019,14799,Manual,64186,Diesel,50.4,2.0,volkswagen,30103806
Tiguan Allspace,2020,28099,Semi-Auto,22241,Diesel,38.7,2.0,volkswagen,30447901
GLA Class,2018,23549,Semi-Auto,11414,Petrol,48.7,1.6,mercedes-benz,30477019
Xceed,2020,15549,Manual,11469,Petrol,45.6,1.0,kia,30476930
F-PACE,2018,20999,Automatic,69360,Diesel,47.9,2.0,jaguar,30201072
3008,2019,18499,Semi-Auto,42252,Diesel,56.5,1.5,peugeot,30438201
Tiguan,2019,19499,Manual,39912,Diesel,47.9,2.0,volkswagen,30240213
Q3,2018,20049,Semi-Auto,54517,Petrol,48.7,1.4,audi,30572033
Leon,2019,15899,Manual,12821,Petrol,52.3,1.5,seat,30250937
Prius,2019,19049,Automatic,50337,Hybrid,61.4,1.8,toyota,30490112
Insignia,2018,12049,Manual,52895,Diesel,53.3,2.0,vauxhall,30188264
500,2016,8249,Manual,30792,Petrol,60.1,1.2,fiat,30476789
Polo,2020,15499,Manual,10885,Petrol,52.3,1.0,volkswagen,30079714
Fiesta,2020,13249,Manual,31634,Petrol,54.3,1.0,ford,30401193
A3,2017,14499,Semi-Auto,28226,Diesel,72.4,1.6,audi,30201112
Aygo,2018,12699,Semi-Auto,19192,Petrol,56.5,1.0,toyota,30485002
Focus,2019,15049,Manual,33078,Petrol,58.9,1.0,ford,30490045
Corsa,2020,14349,Manual,15414,Petrol,52.3,1.2,vauxhall,30417095
208,2017,10349,Manual,28924,Petrol,65.7,1.2,peugeot,30572200
Polo,2021,16549,Manual,11596,Petrol,47.9,1.0,volkswagen,30424989
Swift,2018,10399,Manual,21489,Petrol,61.4,1.0,suzuki,30557534
A4,2019,20999,Manual,32814,Petrol,38.7,2.0,audi,30572225
Kadjar,2020,17699,Manual,11910,Petrol,42.16,1.3,renault,30429238
Corsa,2018,10649,Manual,11916,Petrol,43.5,1.4,vauxhall,30456357
Octavia,2019,16249,Manual,28449,Diesel,56.5,1.6,skoda,30281070
Fiesta,2017,10299,Manual,15799,Petrol,65.7,1.0,ford,30572142
Other,2019,10049,Manual,12248,Petrol,58.9,1.0,peugeot,30348718
Fiesta,2021,16249,Manual,12290,Petrol,54.3,1.0,ford,30240336
Zoe,2021,13949,Automatic,12300,Electric,0.0,0.0,renault,30429231
V40,2017,11699,Manual,64494,Petrol,51.4,2.0,volvo,30466690
T-Cross,2019,17049,Manual,42975,Petrol,47.9,1.0,volkswagen,30200999
A Class,2019,15899,Semi-Auto,60698,Diesel,68.9,1.5,mercedes-benz,30392975
Mokka X,2019,12849,Manual,47919,Petrol,39.2,1.4,vauxhall,30514537
Qashqai,2019,16549,Manual,55637,Diesel,51.4,1.5,nissan,30477078
E-PACE,2019,18549,Manual,59246,Diesel,53.3,2.0,jaguar,30551694
Ateca,2019,15799,Manual,34292,Diesel,53.3,1.6,seat,30392885
Corsa,2019,8749,Manual,40759,Petrol,43.5,1.4,vauxhall,30572117
C3,2019,12399,Manual,17781,Petrol,45.0,1.2,citroen,30132415
Leon,2020,17799,Manual,17884,Petrol,44.8,1.5,seat,30360588
C3,2016,8549,Manual,17955,Petrol,61.4,1.2,citroen,30476885
Fiesta,2016,10049,Manual,18015,Petrol,65.7,1.0,ford,30519609
Renegade,2016,11249,Manual,32990,Petrol,47.1,1.6,jeep,30438139
Jazz,2019,11849,Manual,18079,Petrol,48.7,1.3,honda,30531337
Clio,2019,11849,Manual,18095,Petrol,47.1,0.9,renault,30531410
1 Series,2020,20499,Manual,18126,Petrol,44.1,1.5,bmw,30490046
i10,2017,12049,Semi-Auto,18189,Petrol,47.9,1.2,hyundai,30389341
T-Cross,2020,15949,Manual,25339,Petrol,49.6,1.0,volkswagen,30050283
E Class,2017,19299,Semi-Auto,59683,Diesel,61.4,1.9,mercedes-benz,30417351
Captur,2017,10849,Manual,27465,Petrol,55.4,0.9,renault,30308107
Q2,2020,16549,Manual,44613,Diesel,49.6,1.6,audi,30240302
208,2019,10599,Manual,18671,Petrol,58.9,1.2,peugeot,30178727
Leon,2019,17849,Semi-Auto,18785,Petrol,47.1,1.5,seat,30480315
1 Series,2016,15049,Semi-Auto,18797,Diesel,70.6,2.0,bmw,30295024
Fiesta,2020,14349,Manual,13664,Petrol,54.3,1.0,ford,30546285
Octavia,2020,17549,Manual,13707,Petrol,54.3,1.0,skoda,30480195
i10,2020,12799,Manual,13813,Petrol,55.4,1.2,hyundai,30447971
Leon,2017,13549,Manual,30414,Petrol,54.3,1.4,seat,30272308
Leaf,2019,12549,Automatic,35784,Electric,0.0,0.0,nissan,30498585
Kona,2019,14299,Manual,19259,Petrol,44.1,1.0,hyundai,30281252
508,2020,21049,Semi-Auto,19289,Diesel,51.4,2.0,peugeot,30477002
2 Series,2018,17549,Semi-Auto,25731,Petrol,53.3,1.5,bmw,30531405
3 Series,2017,18049,Semi-Auto,32307,Petrol,48.7,2.0,bmw,30502620
Corsa,2019,10299,Manual,14486,Petrol,43.5,1.4,vauxhall,30103431
i20,2022,18899,Manual,14491,Petrol,53.3,1.0,hyundai,30429157
Focus,2019,12499,Manual,51299,Diesel,80.7,1.5,ford,30260910
C5 Aircross,2019,16849,Manual,31638,Diesel,55.4,1.5,citroen,30476872
Sportage,2021,27799,Automatic,14566,Petrol,33.2,1.6,kia,30438235
Qashqai,2019,13299,Manual,40248,Petrol,41.5,1.3,nissan,30294924
3008,2018,18349,Semi-Auto,29964,Petrol,48.7,1.6,peugeot,30531367
Grandland X,2021,17799,Manual,20708,Petrol,45.6,1.2,vauxhall,30448010
A Class,2018,19349,Semi-Auto,20729,Diesel,65.7,1.5,mercedes-benz,30401257
3008,2019,20049,Manual,20793,Petrol,40.4,1.2,peugeot,30095336
2008,2020,17849,Manual,39674,Petrol,50.4,1.2,peugeot,30250890
A4,2019,24699,Semi-Auto,34065,Diesel,47.1,2.0,audi,30290003
CLA Class,2019,19049,Manual,15195,Petrol,51.4,1.6,mercedes-benz,30251101
Model 3,2019,26799,Automatic,44243,Electric,0.0,0.0,tesla,30531387
Ceed,2016,9299,Manual,36475,Petrol,52.3,1.6,kia,30348896
Polo,2017,11049,Manual,31538,Petrol,60.1,1.0,volkswagen,30284861
C1,2016,7349,Manual,54668,Petrol,65.7,1.2,citroen,30531389
Focus,2019,14849,Manual,21814,Diesel,80.7,1.5,ford,30095443
5 Series,2020,24299,Semi-Auto,21832,Petrol,50.4,2.0,bmw,30032961
Superb,2019,14499,Semi-Auto,67177,Diesel,62.8,2.0,skoda,30401181
1 Series,2018,15849,Semi-Auto,35119,Petrol,55.5,1.5,bmw,30480214
Aygo,2018,10649,Semi-Auto,21893,Petrol,67.0,1.0,toyota,30348838
Mazda3,2018,14049,Manual,21918,Diesel,68.9,2.2,mazda,30384564
Hatch,2019,18649,Manual,21971,Petrol,39.8,2.0,mini,30531355
Mokka X,2019,16199,Semi-Auto,21986,Petrol,37.2,1.4,vauxhall,30360549
Captur,2020,11899,Manual,43715,Diesel,58.9,1.5,renault,30010064
Polo,2019,17549,Semi-Auto,31456,Petrol,39.8,2.0,volkswagen,30407468
Golf,2019,16449,Manual,38080,Petrol,45.6,1.5,volkswagen,30360622
ZS,2019,12949,Manual,22197,Petrol,47.1,1.5,mg,30498634
C3,2017,8249,Manual,22215,Diesel,80.7,1.6,citroen,30289919
Qashqai,2018,17349,Manual,22267,Petrol,39.8,1.3,nissan,30447782
Mokka X,2018,12399,Manual,22293,Petrol,39.2,1.4,vauxhall,30498636
Aygo,2018,9499,Manual,22303,Petrol,56.5,1.0,toyota,30325196
C Class,2017,21449,Automatic,22310,Diesel,58.9,2.1,mercedes-benz,30103580
Clio,2017,10449,Manual,22322,Petrol,60.1,0.9,renault,30290036
Polo,2018,13699,Manual,22322,Petrol,48.7,1.0,volkswagen,30490133
Arona,2020,13699,Manual,22325,Petrol,51.4,1.0,seat,30447961
Focus,2020,20749,Automatic,22352,Petrol,39.8,1.5,ford,30477056
Captur,2017,11349,Manual,22361,Petrol,55.4,0.9,renault,30490130
Fiesta,2019,14899,Semi-Auto,22363,Petrol,48.7,1.0,ford,30502617
Aygo,2017,9299,Manual,22369,Petrol,68.9,1.0,toyota,30519550
Civic,2020,19349,Manual,22456,Petrol,50.4,1.5,honda,30490057
Corsa,2017,9499,Manual,22481,Petrol,54.3,1.4,vauxhall,30498645
Pro Ceed,2020,16199,Manual,48622,Diesel,56.5,1.6,kia,30417051
C3,2019,12049,Manual,16004,Petrol,46.6,1.2,citroen,30480244
Xceed,2021,17099,Manual,16072,Petrol,47.1,1.0,kia,30531528
Clio,2018,10049,Manual,16079,Petrol,50.4,1.1,renault,30148634
Swift,2020,11299,Manual,31523,Petrol,56.5,1.2,suzuki,30480296
Crossland X,2018,10799,Manual,26218,Petrol,54.3,1.2,vauxhall,30551747
V60,2018,19599,Semi-Auto,40936,Diesel,61.4,2.0,volvo,30312243
C-HR,2019,17049,Manual,33861,Petrol,41.5,1.2,toyota,30477010
Polo,2017,14299,Semi-Auto,23050,Petrol,61.4,1.4,volkswagen,30161884
Viva,2017,7749,Manual,23186,Petrol,62.8,1.0,vauxhall,30384678
Fiesta,2019,11349,Manual,23189,Petrol,48.7,1.1,ford,30354496
Swift,2021,12349,Manual,23225,Petrol,60.1,1.2,suzuki,30417181
208,2017,10049,Manual,23232,Petrol,62.8,1.2,peugeot,30507543
Clio,2018,10549,Manual,23234,Petrol,47.1,0.9,renault,30460874
Clio,2018,10349,Manual,23245,Petrol,60.1,0.9,renault,30250911
