,model,year,price,transmission,mileage,fuelType,mpg,engineSize,brand,carId
0,A5,2017,18799,Manual,13327,Diesel,65.7,2.0,audi,29916043
1,Q2,2019,18349,Manual,13493,Diesel,49.6,1.6,audi,30188219
2,A1,2020,21049,Semi-Auto,13978,Petrol,44.8,1.5,audi,30079667
3,Q2,2019,18449,Manual,14075,Diesel,49.6,1.6,audi,30251057
4,Q2,2021,22899,Manual,14201,Petrol,47.9,1.5,audi,30308054
5,A4,2020,27449,Semi-Auto,14706,Diesel,50.4,2.0,audi,30161794
6,A4,2020,23149,Semi-Auto,15013,Petrol,42.2,2.0,audi,30360650
7,Q3,2020,29049,Semi-Auto,15307,Diesel,47.1,2.0,audi,30384445
8,A4,2020,25549,Manual,15332,Petrol,39.2,2.0,audi,30389343
9,A5,2019,26449,Semi-Auto,15481,Diesel,47.1,2.0,audi,30201042
10,TT,2018,23049,Manual,16120,Petrol,46.3,2.0,audi,30354478
11,Q2,2019,20299,Manual,16130,Diesel,47.9,1.6,audi,30348726
12,A3,2016,18299,Semi-Auto,16332,Petrol,57.6,1.4,audi,30103614
13,A1,2019,17749,Semi-Auto,16417,Petrol,48.7,1.0,audi,30367103
14,Q2,2020,22599,Semi-Auto,16420,Petrol,43.5,1.5,audi,30312162
15,A5,2017,18549,Semi-Auto,16916,Diesel,70.6,2.0,audi,30155551
16,Q2,2019,25049,Semi-Auto,16997,Diesel,46.3,2.0,audi,30389357
17,Q2,2019,18049,Manual,17188,Diesel,49.6,1.6,audi,30281213
18,A3,2020,25549,Semi-Auto,17347,Petrol,47.9,1.5,audi,30367131
19,A3,2018,16849,Manual,17404,Petrol,47.1,1.0,audi,29888080
20,A3,2021,23549,Semi-Auto,17428,Petrol,53.3,1.0,audi,30389389
21,A3,2018,20849,Semi-Auto,17658,Petrol,44.1,1.0,audi,30354550
22,A3,2019,21049,Manual,17787,Petrol,42.8,1.5,audi,30360583
23,A3,2019,19049,Semi-Auto,17881,Diesel,52.3,1.6,audi,30348752
